rule,sup,conf,lift
Port Phillip => Entire home/apt,0.09167940598383927,0.7475071225071225,1.1902201522915759
Entire home/apt => Port Phillip,0.09167940598383927,0.14597677168092357,1.1902201522915759
Melbourne => Entire home/apt,0.23345708670015286,0.7254343105320304,1.1550746602427733
Entire home/apt => Melbourne,0.23345708670015286,0.3717226510883928,1.1550746602427733
Stonnington => Entire home/apt,0.050709761956759115,0.716224552745219,1.1404103995480763
Yarra => Entire home/apt,0.05892116182572614,0.6583699365544168,1.048291237041058
